penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
2318,2618,460,Stop-and-go,3,Second loss girl month try bring think.
2319,1621,1691,Stop-and-go,4,Prevent million western into chance ask.
2320,111,2964,Drive-through,6,Agent catch style bed agree feel type.
2321,1915,2075,Stop-and-go,8,Consider development stock apply nearly order.
2322,797,2278,Drive-through,9,Never director air oil recognize whole.
2323,631,2324,Time Penalty,0,Usually evidence camera second table subject.
2324,89,1765,Drive-through,1,Movie again right building matter environmental concern peace.
2325,730,1921,Stop-and-go,0,Its town wall effort itself.
2326,1738,2578,Drive-through,9,Happen simply treat.
2327,2792,1017,Time Penalty,8,Focus develop parent far traditional simply keep moment.
2328,1609,1273,Time Penalty,4,Color form enter exactly group bill.
2329,103,1422,Drive-through,8,Point company guy open yet.
2330,1017,2763,Stop-and-go,2,Past public involve by establish like.
2331,1044,156,Drive-through,8,Field available will analysis your.
2332,1666,1439,Time Penalty,6,She purpose word appear agent cultural parent democratic.
2333,544,1622,Drive-through,5,Station big good hard stay spend sense.
2334,1405,1658,Time Penalty,7,Lose physical growth chair.
2335,1361,1679,Time Penalty,6,Writer environment feel still phone enough once data.
2336,2657,468,Drive-through,0,Throw nice gas leave.
2337,1109,514,Stop-and-go,4,Amount race opportunity.
2338,1324,2504,Time Penalty,0,Camera affect worker.
2339,2417,1247,Time Penalty,4,Traditional old year general hit else me.
2340,1683,424,Time Penalty,2,Service soldier ten edge young impact.
2341,795,1700,Time Penalty,10,Entire less them spend site easy onto.
2342,2484,520,Stop-and-go,5,Performance single family job worry stuff green reason.
2343,807,67,Drive-through,2,Expect walk compare first.
2344,2899,2519,Time Penalty,3,North describe particularly sometimes brother whatever include.
2345,341,155,Stop-and-go,6,Employee author wide prove my certain business.
2346,2703,1537,Drive-through,7,Anything successful because mind remain.
2347,2989,2064,Stop-and-go,1,Budget evidence mission expert.
2348,726,124,Drive-through,3,Writer teacher another late finally.
2349,144,3000,Drive-through,9,Capital window range manage other seat practice.
2350,2581,530,Time Penalty,1,Town by down.
2351,1176,36,Stop-and-go,10,Ten group business theory agency game skin benefit.
2352,1233,2946,Drive-through,2,Can teacher seek team others country.
2353,1294,1991,Time Penalty,6,Series get green why include here.
2354,2779,1296,Drive-through,7,Could soon under goal.
2355,1681,663,Stop-and-go,9,Political financial top response sign.
2356,794,1537,Time Penalty,1,Amount low community model my.
2357,1608,2605,Drive-through,8,Exist reveal recognize common.
2358,1996,1757,Time Penalty,4,Door game organization.
2359,1578,472,Drive-through,6,Degree everyone before collection add my bit.
2360,991,2600,Drive-through,5,Simple growth store food member positive.
2361,1960,1601,Stop-and-go,3,Voice loss name treatment speak finish task southern.
2362,628,921,Time Penalty,4,Part answer win color plan course will.
2363,2779,579,Drive-through,5,Around name age your exactly.
2364,2302,32,Time Penalty,5,Skin establish both training I.
2365,2455,2254,Time Penalty,9,Also dream or involve garden tax difference.
2366,1675,436,Drive-through,5,Star which worry list behavior bring.
2367,2483,2403,Time Penalty,9,Form challenge strategy.
2368,2100,2125,Time Penalty,1,Whose administration allow seven partner gun.
2369,1552,871,Drive-through,8,Item skill term sell around relate a.
2370,1349,116,Drive-through,4,Ready behind low.
2371,48,1258,Time Penalty,5,College drop decision account affect.
2372,2658,2716,Stop-and-go,6,Discussion specific pull spend give whom week unit.
2373,1688,1464,Drive-through,2,These into song human decade yard.
2374,549,2679,Time Penalty,9,Song often cold hotel somebody store.
2375,2496,912,Stop-and-go,4,Purpose serve relationship drop name imagine very.
2376,838,2320,Drive-through,10,Less land toward single federal reveal.
2377,2084,2991,Stop-and-go,9,Ago reach item step.
2378,2707,1815,Stop-and-go,3,Across vote not ok vote son water.
2379,569,2047,Time Penalty,9,Cause involve want owner.
2380,2444,2854,Time Penalty,10,Point author myself happen.
2381,2186,1299,Time Penalty,7,Than character leg particularly despite such use.
2382,889,586,Stop-and-go,7,Decide behind carry college compare present hear.
2383,1598,276,Stop-and-go,5,Much between answer the government cause run.
2384,78,15,Time Penalty,8,North sometimes city young.
2385,1802,1419,Drive-through,8,Attorney yard economy receive.
2386,2954,1076,Stop-and-go,6,Red high interest born difference.
2387,477,184,Time Penalty,2,Back quickly must thank station either.
2388,1214,100,Time Penalty,3,Pull raise person home certain radio.
2389,179,569,Drive-through,0,Recent others nation sound clearly media enough about.
2390,971,2186,Stop-and-go,1,Spend nor front color individual source.
2391,558,590,Drive-through,1,Message street staff heart eight large.
2392,2531,1028,Drive-through,7,Fund black must.
2393,560,1846,Drive-through,9,Student bar billion floor happen.
2394,2803,2598,Time Penalty,5,Bar thousand tough fill.
2395,405,1295,Stop-and-go,4,Condition factor whom arm employee alone.
2396,381,1891,Time Penalty,7,Talk Mrs box question single each.
2397,901,1191,Time Penalty,1,Mouth camera hand difference remember prepare affect.
2398,2739,2128,Time Penalty,5,Cause forget voice guess heart piece find degree.
2399,2017,2524,Drive-through,0,Bit education choice run both hospital new decision.
2400,1693,1408,Drive-through,0,Mrs mother behind decide responsibility impact.
2401,2264,115,Time Penalty,10,Mrs keep seat director reason account.
2402,564,2226,Stop-and-go,2,A once wait nature to available.
2403,1386,464,Stop-and-go,4,News around industry spring long tell.
2404,1562,1538,Time Penalty,0,Two growth administration establish.
2405,1829,2422,Drive-through,2,Chance late threat around sister issue rich.
2406,2970,2994,Stop-and-go,4,Truth population age surface.
2407,1003,2982,Drive-through,5,Strong describe share exist approach.
2408,1430,2302,Drive-through,4,Land far now fear cost treatment remain.
2409,909,911,Time Penalty,4,Young every late pick.
2410,499,154,Stop-and-go,1,Produce dream meeting ask.
2411,2333,899,Stop-and-go,10,Report often others charge magazine watch your middle.
2412,1949,2365,Stop-and-go,8,West cut plan season.
2413,2376,1007,Drive-through,5,Week nearly share.
2414,942,2474,Drive-through,3,News hair plant look.
2415,2306,1945,Drive-through,0,Bag quite reason.
2416,954,400,Drive-through,0,Thousand minute area hope plant.
2417,2562,1119,Time Penalty,4,Face middle anyone huge.
2418,1136,36,Stop-and-go,7,Which table key morning rise room view.
2419,2837,2458,Time Penalty,2,According husband rather sea cover.
2420,1402,2399,Stop-and-go,1,Politics good report book turn decade.
2421,2267,1783,Drive-through,7,Strategy evidence room sing.
2422,804,303,Time Penalty,3,Thousand today security any particularly.
2423,417,580,Drive-through,7,Ready nor them last something teacher.
2424,2011,2046,Time Penalty,1,Out nice million room.
2425,2117,1174,Stop-and-go,1,Police window out sister skill approach behind.
2426,1026,2863,Stop-and-go,5,Inside nor hear bad form.
2427,1759,695,Time Penalty,2,Several house focus so local perhaps him back.
2428,2651,1286,Drive-through,6,Use office get sign long beyond.
2429,1616,2505,Stop-and-go,6,Type safe kind quality thus trade exist choose.
2430,89,1245,Drive-through,3,Suffer billion green treatment bad.
2431,1490,1215,Drive-through,0,Should police decide heart Republican write seven cut.
2432,1999,1958,Time Penalty,4,Our prepare should suggest morning.
2433,1068,2743,Time Penalty,10,Just alone thank girl.
2434,625,1852,Stop-and-go,4,Goal particular how religious.
2435,2444,1475,Drive-through,9,Fast research us million bring.
2436,2086,692,Stop-and-go,2,Try rule hospital employee.
2437,1700,592,Drive-through,6,Lose old another national.
2438,1015,1617,Stop-and-go,2,Place become eye certainly door doctor.
2439,1223,143,Drive-through,7,North consumer approach involve expect.
2440,2418,1219,Time Penalty,5,See standard drug your visit.
2441,243,1637,Stop-and-go,10,About once as up raise recognize red.
2442,1669,1175,Drive-through,7,Weight yourself another he.
2443,262,2727,Drive-through,8,Include value memory prevent lose agency sign.
2444,717,995,Stop-and-go,6,Building each so production mouth save run.
2445,1668,801,Time Penalty,5,Ground without gas economic wish identify no.
2446,2727,171,Drive-through,6,Opportunity whom be science challenge.
2447,422,1958,Drive-through,7,Cause participant charge sometimes involve sometimes use.
2448,2824,2030,Drive-through,2,Alone relationship push positive trouble soldier benefit.
2449,479,1767,Stop-and-go,7,Ball actually American term production.
2450,423,2388,Drive-through,0,Whether another consider eight fine.
2451,412,2226,Time Penalty,4,Left pressure three at yeah hope.
2452,1685,2265,Drive-through,3,Take recent question anything together.
2453,220,1235,Time Penalty,8,Laugh left central history guy.
2454,1238,771,Drive-through,10,People necessary may maybe future.
2455,1549,1250,Drive-through,1,Responsibility scene west popular popular through soon.
2456,1473,2986,Drive-through,5,Country current fill house.
2457,1217,1805,Drive-through,6,Future of tell quite space their left.
2458,2692,188,Time Penalty,9,Pick by audience point front work pull.
2459,2404,1709,Drive-through,10,Paper although keep individual.
2460,960,624,Drive-through,5,Respond write sound provide thousand.
2461,1858,121,Drive-through,9,Voice worry few to these glass senior believe.
2462,1194,2921,Drive-through,9,Without down nation likely employee analysis.
2463,795,907,Time Penalty,8,Left southern price score detail country.
2464,2308,1415,Time Penalty,10,Within firm commercial.
2465,2664,305,Drive-through,9,Anything yard school fine.
2466,907,2449,Drive-through,9,Understand others doctor.
2467,2642,2549,Time Penalty,9,Challenge degree building task open save.
2468,2191,2592,Time Penalty,9,Drop avoid agree trial improve open.
2469,1042,2525,Drive-through,7,Raise daughter institution government impact.
2470,2771,1694,Time Penalty,2,Drive teach page.
2471,1820,154,Stop-and-go,7,Son save speak apply teacher identify.
2472,21,2372,Drive-through,4,Bank picture member actually.
2473,1884,1922,Drive-through,5,Weight stage trade trouble save wish itself do.
2474,493,2813,Stop-and-go,10,Too draw region under term.
2475,2820,1906,Stop-and-go,6,Choice guy animal central.
2476,492,2910,Drive-through,2,Pay place rather late describe prepare defense blood.
2477,843,2358,Drive-through,4,Form check factor tell prepare realize.
2478,978,621,Time Penalty,9,Development happen cold.
2479,2599,1068,Stop-and-go,9,Method school teacher design despite there.
2480,2967,1691,Drive-through,5,Somebody a hope organization.
2481,2517,280,Drive-through,7,Administration cup how data such team which.
2482,205,29,Time Penalty,4,White east century again share.
2483,397,749,Drive-through,7,Test modern three have authority.
2484,2079,141,Stop-and-go,4,Simply officer former particularly.
2485,1781,1878,Time Penalty,2,As over girl your yet police religious.
2486,195,2596,Drive-through,5,Spend sort participant.
2487,1858,2170,Stop-and-go,2,Determine base mission state son glass.
2488,302,1916,Stop-and-go,5,Capital bank sometimes test hotel.
2489,1487,2908,Stop-and-go,2,Until pay head prevent.
2490,178,1674,Stop-and-go,3,Decision mention drug owner.
2491,2783,2782,Drive-through,9,Others performance majority produce something phone growth.
2492,2703,1217,Stop-and-go,2,Least senior mean figure window.
2493,1540,572,Time Penalty,7,Reveal because professional less.
2494,2570,868,Time Penalty,9,Above job Mrs think amount.
2495,1544,2853,Stop-and-go,7,Yet enjoy I society produce.
2496,2368,424,Drive-through,1,Interview maintain allow couple meeting education back.
2497,2568,2579,Time Penalty,2,Concern owner hot maintain economic collection.
2498,2689,2788,Drive-through,3,Protect among any.
2499,54,2290,Time Penalty,7,Wind if citizen fast point.
2500,530,2195,Drive-through,8,Chair military close ago natural everyone key.
2501,2833,2752,Stop-and-go,4,Past itself edge prevent for.
2502,1302,1541,Stop-and-go,3,Religious shake whether.
2503,2754,851,Time Penalty,2,Body will fund happen power sense.
2504,1478,1215,Time Penalty,5,Check edge financial sea level source health.
2505,314,30,Drive-through,4,Property forward memory can project.
2506,1721,438,Stop-and-go,9,Between lose student give lay ok smile.
2507,1824,346,Drive-through,5,Value decision recognize three amount treat.
2508,1539,2314,Stop-and-go,9,Practice fund leg debate spring him.
2509,2468,169,Stop-and-go,4,Gas minute structure even.
2510,1077,2452,Drive-through,7,Become wrong spring positive.
2511,2253,278,Stop-and-go,0,Money base fund.
2512,2268,462,Stop-and-go,9,Occur nature language save sport career.
2513,2024,664,Drive-through,6,Although serve protect cold popular firm production floor.
2514,2605,1882,Stop-and-go,5,Season month would.
2515,1100,2592,Stop-and-go,2,Method paper body figure training price.
2516,2637,1964,Time Penalty,6,Goal discuss agency.
2517,1193,468,Time Penalty,10,Call threat team study really send need.
2518,1461,61,Time Penalty,0,Near knowledge national paper deal speech.
2519,734,181,Drive-through,8,Mother without third leave sometimes.
2520,1582,2439,Time Penalty,5,Indicate question begin unit year civil cell.
2521,1635,776,Stop-and-go,2,Full yes method value challenge upon.
2522,1878,1595,Drive-through,4,Network guess role.
2523,71,1688,Time Penalty,3,Cultural management change have you.
2524,703,1768,Stop-and-go,5,Present civil language success.
2525,576,2481,Stop-and-go,1,Late strategy term improve all.
2526,2166,2581,Time Penalty,2,Tree water way grow report near.
2527,574,817,Drive-through,9,Pull effect morning better.
2528,643,2946,Time Penalty,0,Song future per case.
2529,332,2451,Stop-and-go,1,Pay deal available dinner civil.
2530,889,1080,Drive-through,0,Each poor their thousand bar choose.
2531,324,2111,Time Penalty,2,Operation care response say data.
2532,704,2306,Drive-through,1,Knowledge seem age watch worry.
2533,56,2664,Time Penalty,8,Appear trip truth time member score back.
2534,450,2475,Stop-and-go,4,Add deal step some unit who second.
2535,19,612,Time Penalty,0,Happy country fill Democrat oil responsibility accept.
2536,1048,502,Drive-through,0,Rate myself onto how he.
2537,1873,1568,Time Penalty,7,Real second much buy.
2538,2867,2630,Stop-and-go,5,According participant phone.
2539,1681,219,Time Penalty,2,Bad after alone coach leave.
2540,1351,633,Drive-through,3,Individual education television artist.
2541,674,652,Drive-through,8,Development Mrs expert edge.
2542,650,590,Drive-through,4,Red hope nation success significant.
2543,2503,2059,Time Penalty,5,Very bank talk consumer administration still.
2544,100,710,Drive-through,6,Page politics live value material.
2545,2267,692,Drive-through,0,Somebody series director western now here number.
2546,1909,891,Drive-through,4,Step hand want prevent.
2547,2759,1682,Drive-through,10,Draw mission end small opportunity any system.
2548,2998,2729,Time Penalty,5,Most various actually give official south forward.
2549,312,2548,Time Penalty,1,Clearly past film process.
2550,271,2545,Drive-through,10,Movie play yourself without around sit soon.
2551,577,1809,Drive-through,5,Art network because mind so someone.
2552,2066,1195,Drive-through,4,Produce apply hundred actually drive.
2553,123,2923,Stop-and-go,3,Against popular short section cost common brother.
2554,1310,2051,Stop-and-go,7,Decade population treatment bank sister unit responsibility.
2555,1349,2248,Drive-through,2,Top moment whether certain bill tell.
2556,483,1069,Time Penalty,2,Area close table no.
2557,2565,717,Time Penalty,7,With any mouth book.
2558,2971,1821,Stop-and-go,10,Employee everyone less.
2559,871,2187,Drive-through,0,Blood truth environmental lose sport system around.
2560,2256,1816,Time Penalty,4,Each who pattern beautiful activity strategy charge certain.
2561,391,1515,Time Penalty,4,Ever necessary speak actually project rule cold.
2562,959,2738,Time Penalty,7,Many play shoulder someone score writer letter.
2563,800,2301,Drive-through,1,Sport whole size here likely shoulder.
2564,766,2091,Stop-and-go,1,The do member head unit though.
2565,938,2647,Stop-and-go,4,Church would official leave four garden term.
2566,1850,2898,Stop-and-go,3,Sense generation about there stop available entire particular.
2567,690,2918,Stop-and-go,8,Four two nature finish I certain.
2568,2713,1544,Drive-through,8,Wear region various environment investment.
2569,1457,1062,Stop-and-go,2,Their field gun avoid program.
2570,1324,1982,Stop-and-go,7,Other election he Democrat.
2571,1371,1885,Time Penalty,9,No lose environmental social yes low test.
2572,359,2513,Stop-and-go,10,Him rise camera wrong threat.
2573,1072,181,Drive-through,10,Everybody alone early beyond continue employee practice.
2574,2933,1109,Stop-and-go,7,Address expect professional.
2575,416,1673,Time Penalty,2,Game just marriage nor.
2576,2110,516,Time Penalty,7,Nice many TV maintain.
2577,2386,817,Drive-through,5,International cut summer human Congress apply cover.
2578,755,60,Stop-and-go,6,Fall today deep source little become beautiful.
2579,334,2131,Time Penalty,3,Source employee war crime fund section rule.
2580,2140,1111,Drive-through,10,Get like sort open.
2581,584,2261,Drive-through,3,Throughout arrive allow pattern open to.
2582,1024,1497,Stop-and-go,1,Can help financial.
2583,2482,1373,Stop-and-go,1,Threat teacher movement at Mrs call fund describe.
2584,1928,2558,Stop-and-go,3,Pay yes office property style get.
2585,1876,1747,Drive-through,10,Happy carry authority body.
2586,1765,148,Stop-and-go,5,Meet fact ever letter yet laugh.
2587,2621,2966,Time Penalty,5,Feel yet study place.
2588,785,1765,Drive-through,8,By see Republican.
2589,1672,2470,Time Penalty,1,Doctor national win field.
2590,1810,402,Time Penalty,9,Least each energy many soon maybe strong.
2591,1662,1751,Time Penalty,4,Bank shake nature interview seek sport.
2592,2147,2187,Drive-through,9,Partner two community prove world real likely.
2593,143,2224,Drive-through,5,Building beyond daughter respond collection face.
2594,2425,1085,Drive-through,5,Edge your during policy.
2595,2973,749,Stop-and-go,3,Peace guy exactly once.
2596,2708,1962,Drive-through,0,Indeed reveal at tell but degree present.
2597,1697,2570,Drive-through,6,Add future rise brother not country.
2598,2473,2566,Stop-and-go,8,Mouth song modern decide.
2599,819,447,Stop-and-go,7,Hospital hotel design then spend race.
2600,1433,2154,Drive-through,8,Me price car just consider nearly TV world.
2601,553,188,Drive-through,6,Always message six ahead always expert.
2602,557,423,Time Penalty,6,Hour cut open benefit great.
2603,1998,2594,Stop-and-go,3,Five tax camera specific politics friend.
2604,370,399,Time Penalty,2,Community forward real front hand feeling market.
2605,2651,2585,Time Penalty,10,Day change commercial store.
2606,630,1779,Time Penalty,7,Radio along of hit huge policy.
2607,827,1212,Stop-and-go,9,Staff sell pull.
2608,1656,248,Drive-through,6,Partner visit dark education similar before.
2609,998,1027,Time Penalty,9,Without can party military source character.
2610,564,2653,Stop-and-go,8,Nice above arrive thus science admit.
2611,2086,2961,Time Penalty,10,Work manager deal risk factor difficult international.
2612,2149,2368,Drive-through,3,Career trial decide agree let help.
2613,865,2321,Drive-through,1,Follow nearly summer.
2614,2707,1303,Drive-through,8,Fly response second huge arrive something each.
2615,1923,1600,Drive-through,3,Near attack realize only without.
2616,76,51,Drive-through,2,Season staff employee of pattern.
2617,1923,237,Stop-and-go,4,Site case offer set.
2618,2317,2696,Stop-and-go,7,Be might authority push have yet story.
2619,288,2140,Time Penalty,4,Certainly air ahead represent radio however.
2620,1375,2876,Drive-through,5,Difference important expert nation.
2621,1490,1737,Stop-and-go,0,Who third her bit among TV without.
2622,527,1544,Stop-and-go,3,Country industry describe tree the record.
2623,1802,1556,Time Penalty,5,Through when maybe water entire TV focus.
2624,265,1896,Stop-and-go,10,Happen in teach.
2625,1961,482,Stop-and-go,2,Effort thus with marriage arm usually wonder.
2626,2347,987,Stop-and-go,4,Part measure rich range already.
2627,253,423,Time Penalty,2,Stage claim marriage gas meet lay his mission.
2628,1928,542,Stop-and-go,3,Difficult happen baby sell.
2629,2514,2446,Time Penalty,2,Perhaps prepare here civil take mention.
2630,434,652,Time Penalty,8,Seven design effect health part resource.
2631,1476,2103,Drive-through,10,Tv your write structure hot perhaps.
2632,1398,2641,Drive-through,9,Full true various.
2633,1500,2330,Drive-through,8,Join all feel.
2634,2042,1116,Stop-and-go,7,Research leave seek rise left.
2635,840,41,Stop-and-go,8,Civil no compare doctor scene.
2636,661,1280,Time Penalty,2,Kind back for.
2637,2749,547,Time Penalty,9,To nothing direction Mr want conference chance nation.
2638,568,2211,Stop-and-go,3,Under cell exist up.
2639,1631,12,Stop-and-go,10,Chance about agency everyone what sell art.
2640,1332,1721,Stop-and-go,10,Well TV health great fund degree plant south.
2641,2202,2165,Time Penalty,9,Truth themselves performance effect message.
2642,1473,77,Time Penalty,4,Toward security why point every.
2643,1870,412,Stop-and-go,8,Offer according civil hot when.
2644,2120,1473,Drive-through,5,Social yes project it thought pay.
2645,254,976,Stop-and-go,10,Read per system.
2646,37,2261,Time Penalty,8,Environmental significant provide.
2647,1208,279,Drive-through,3,Both consumer exactly.
2648,1181,1940,Drive-through,9,Final human sell most smile western.
2649,2382,2430,Drive-through,2,Quickly summer war management wait.
2650,1093,273,Drive-through,4,Impact there front wall most mention example thousand.
2651,1186,2013,Time Penalty,6,Cost game to box from window fact us.
2652,2310,1001,Drive-through,8,Three line both woman.
2653,974,2765,Time Penalty,6,Large you out represent.
2654,583,1938,Time Penalty,7,Yeah pass simply employee.
2655,2647,378,Stop-and-go,6,Beyond task so none require natural base.
2656,239,1463,Stop-and-go,2,Fear dog main guy still.
2657,2543,1264,Stop-and-go,2,Should middle detail garden or language nor.
2658,2541,2367,Time Penalty,8,World election each activity tell.
2659,1084,2867,Drive-through,0,Different very everything phone Mr.
2660,237,2154,Stop-and-go,9,Good happen peace person firm.
2661,2519,2056,Drive-through,2,End throughout our various feel push threat.
2662,1790,557,Stop-and-go,5,Church visit budget size power value.
2663,2695,2374,Drive-through,8,Official level catch particularly research half middle.
2664,1783,1629,Stop-and-go,0,Tough agree get.
2665,871,1418,Stop-and-go,3,Central true section represent.
2666,1782,461,Drive-through,8,Effort brother message where improve there.
2667,1729,333,Stop-and-go,0,Law buy feeling end activity.
2668,1455,2615,Drive-through,4,Modern thus stage low end design that of.
2669,509,1161,Stop-and-go,0,Civil argue reduce perform project.
2670,650,26,Stop-and-go,9,Require fine notice campaign cultural news.
2671,550,2431,Time Penalty,0,Bit you sign best.
2672,939,985,Stop-and-go,3,Water health soldier begin themselves suddenly among.
2673,2419,1503,Drive-through,6,Ago remain lot.
2674,232,1868,Time Penalty,8,Health region energy.
2675,716,1236,Drive-through,9,South including on season.
2676,367,1803,Stop-and-go,6,Factor over teach check notice us entire.
2677,476,2315,Time Penalty,7,Forget care bag ahead herself peace.
2678,2913,1886,Stop-and-go,2,Hear paper pick environment.
2679,2423,337,Time Penalty,4,Bad movement tough particular wrong right course.
2680,1944,1608,Time Penalty,0,Create teacher sometimes.
2681,765,2784,Time Penalty,3,Face continue way skin anything service.
2682,1251,492,Time Penalty,3,Foreign radio rate offer whether.
2683,2936,2041,Time Penalty,3,Something total expect whether change.
2684,887,2675,Stop-and-go,1,Both time whom strategy stay camera example.
2685,875,1803,Drive-through,7,Home head cut whatever story.
2686,2262,1090,Stop-and-go,4,Heavy buy evening story tonight trade just.
2687,333,1371,Drive-through,1,Player family maybe somebody.
2688,18,125,Time Penalty,5,Car wait start close.
2689,615,2329,Time Penalty,6,Early western region myself.
2690,523,823,Stop-and-go,0,Center throw push edge cultural yes local rule.
2691,2074,257,Time Penalty,9,Conference appear high rock commercial cover.
2692,1255,1724,Stop-and-go,9,Back present cut join ball record.
2693,1731,1425,Time Penalty,9,Activity truth know enter protect.
2694,802,156,Time Penalty,2,See course air Republican.
2695,1318,2021,Time Penalty,4,Level institution before.
2696,50,2828,Time Penalty,9,Natural serve official tough.
2697,1380,2761,Drive-through,9,Set hot value school age.
2698,184,280,Stop-and-go,9,Successful out from.
2699,1042,1691,Drive-through,3,Still space language experience voice but on.
2700,2177,762,Drive-through,2,Follow hope protect to especially to democratic involve.
2701,1437,2318,Stop-and-go,6,Score challenge air community side notice.
2702,2017,1703,Drive-through,0,Look middle ok research week.
2703,1637,1598,Time Penalty,10,Prevent entire positive show site season.
2704,2667,2294,Time Penalty,1,Machine find its yeah alone country class each.
2705,2533,431,Stop-and-go,7,We cell avoid process budget better.
2706,1238,827,Stop-and-go,9,Pattern agree Mr Congress ahead trade.
2707,2235,535,Time Penalty,9,Light traditional establish tree fire.
2708,1991,2124,Time Penalty,4,View of watch approach.
2709,255,768,Time Penalty,5,Again necessary fear.
2710,1298,825,Stop-and-go,4,Fund hear factor.
2711,1656,2151,Drive-through,0,Almost always report from start.
2712,1782,1941,Stop-and-go,9,Sea page factor final dog specific account prepare.
2713,817,1827,Stop-and-go,4,Trade history air difficult political.
2714,602,1881,Time Penalty,10,Billion customer think.
2715,653,852,Stop-and-go,3,Rock treat style discover learn ability.
2716,1322,1280,Time Penalty,9,Open letter near.
2717,2753,900,Stop-and-go,8,South light describe race out college million machine.
2718,1277,1613,Stop-and-go,0,Total gas down short.
2719,239,952,Drive-through,9,Agent charge process far share he.
2720,144,119,Stop-and-go,7,Certainly of decision everybody.
2721,1221,532,Stop-and-go,1,Radio hear have fact should skill.
2722,1076,2632,Stop-and-go,6,Method staff feeling impact choice buy.
2723,881,451,Time Penalty,8,Find without magazine assume case state movie.
2724,381,2978,Stop-and-go,10,See eight black.
2725,2608,2143,Time Penalty,5,Address pick seat particular.
2726,1511,2358,Drive-through,0,Tonight same turn among huge put him.
2727,2034,1347,Drive-through,8,Experience born deal religious happen.
2728,2517,309,Stop-and-go,0,Marriage star anyone offer hour check.
2729,2038,2352,Time Penalty,8,Number a blood doctor rather could better.
2730,1252,316,Drive-through,6,Soon eye dinner father when.
2731,2944,2169,Drive-through,5,Cover better reality lot discussion whatever successful.
2732,1084,2001,Drive-through,3,Couple build seek education.
2733,562,2374,Time Penalty,9,Beat leader kind own.
2734,222,260,Stop-and-go,9,Late dark president technology surface box so.
2735,2896,2714,Stop-and-go,1,Impact appear front four.
2736,1401,2882,Stop-and-go,8,Science three less black hundred thing during seat.
2737,671,1545,Time Penalty,7,Impact institution likely agree.
2738,2522,2479,Drive-through,3,Already almost physical key.
2739,2407,297,Drive-through,0,Laugh myself space buy.
2740,2810,827,Time Penalty,1,Doctor own green ever consider.
2741,962,2818,Drive-through,0,Happen street work cold return south part.
2742,101,1710,Stop-and-go,5,Pattern despite major mouth.
2743,2894,679,Stop-and-go,4,Theory investment that simple hundred quite agree.
2744,68,888,Stop-and-go,10,Better yet share method huge popular couple.
2745,512,2499,Drive-through,2,Mrs everybody easy environmental.
2746,1182,570,Drive-through,1,Letter statement likely pass friend.
2747,1354,1540,Stop-and-go,6,Impact heart free onto fear computer.
2748,1390,1995,Drive-through,1,Short action far prevent off cup.
2749,740,225,Stop-and-go,5,Spend staff once address present.
2750,1746,1580,Time Penalty,2,With recently section never town sport near.
2751,2541,1618,Time Penalty,8,Along agreement position about year such word.
2752,296,2621,Time Penalty,1,Sometimes approach door risk sometimes despite subject.
2753,1353,1242,Drive-through,6,Pay key marriage same by threat.
2754,1490,1795,Time Penalty,10,Interview impact very on career group study total.
2755,2410,2716,Stop-and-go,2,How language conference edge staff.
2756,1749,1310,Stop-and-go,7,Power minute trouble gas organization politics yard.
2757,1162,597,Drive-through,1,Site across owner them.
2758,1934,2590,Time Penalty,4,Stand mean main religious structure school reality.
2759,557,2228,Stop-and-go,5,Poor suggest mission edge as I everybody education.
2760,1182,603,Drive-through,9,State wish safe woman.
2761,444,1562,Stop-and-go,6,Action produce gas follow third great.
2762,1683,1355,Drive-through,9,Financial thing fight second final very.
2763,1659,2948,Drive-through,7,Stage form candidate.
2764,1999,2625,Stop-and-go,6,Less performance soldier whose fact article tough piece.
2765,2259,985,Stop-and-go,1,Ago red parent little year drive experience.
2766,2583,2239,Drive-through,0,Lose manage five serious business.
2767,1363,1902,Stop-and-go,3,Report official city clear such.
2768,2410,1391,Time Penalty,5,Operation item minute second easy that.
2769,2210,2008,Drive-through,4,Dark small view often.
2770,1416,62,Drive-through,9,Oil continue part partner.
2771,1058,2305,Drive-through,10,Hair professional perform student.
2772,1265,1521,Time Penalty,3,Sing still public.
2773,292,2993,Time Penalty,8,Possible heavy take interview.
2774,972,2669,Time Penalty,1,Operation animal majority sport number.
2775,1037,1064,Stop-and-go,3,Plan man politics across imagine voice example.
2776,877,884,Drive-through,9,Nor former need result.
2777,1422,527,Time Penalty,5,Upon yeah behavior exist clearly.
2778,2848,788,Time Penalty,8,Collection offer model behavior figure possible hospital today.
2779,876,1841,Stop-and-go,7,Today understand total.
2780,2372,778,Drive-through,10,Executive safe mind traditional.
2781,165,2799,Time Penalty,7,Establish agency cell product.
2782,1446,805,Time Penalty,10,Reveal argue best life.
2783,682,255,Drive-through,0,Really central just.
2784,1512,2016,Stop-and-go,6,Million form speak property last authority final.
2785,2152,212,Stop-and-go,2,Garden between later once political grow idea.
2786,2626,226,Drive-through,0,Already animal what.
2787,729,2254,Time Penalty,2,Forget the listen.
2788,2096,1250,Drive-through,9,Free language identify compare year girl however.
2789,833,1373,Stop-and-go,8,Together recognize form line store shoulder husband.
2790,301,448,Drive-through,10,Girl success one authority couple market west language.
2791,2089,152,Time Penalty,0,Really summer raise product help bad really case.
2792,2543,211,Drive-through,1,Put boy suddenly real include maintain between family.
